,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE
11202,Texas,McLennan County,121442.0,2014,243166,26964333,0.009,1095.17
11203,New York,Oneida County,114408.0,2014,232598,19651049,0.0118,1354.18
11204,Maryland,Frederick County,307542.0,2014,243381,5957283,0.0409,12564.43
11205,Utah,Weber County,182712.0,2014,240152,2936879,0.0818,14940.57
11206,Ohio,Lake County,132193.0,2014,229857,11602700,0.0198,2618.83
11207,Alabama,Montgomery County,96734.0,2014,227551,4841799,0.047,4546.23
11208,South Carolina,York County,166326.0,2014,244481,4823617,0.0507,8430.09
11209,Missouri,Clay County,153945.0,2014,233008,6056202,0.0385,5922.92
11210,Louisiana,Lafayette Parish,174907.0,2014,235695,4644013,0.0508,8876.96
11211,Arkansas,Benton County,159831.0,2014,244841,2967392,0.0825,13187.74
11212,California,Butte County,237386.0,2014,223516,38596972,0.0058,1374.71
11213,New York,Saratoga County,247758.0,2014,224513,19651049,0.0114,2830.63
11214,Missouri,Jefferson County,151035.0,2014,222006,6056202,0.0367,5536.58
11215,New York,Niagara County,115832.0,2014,213305,19651049,0.0109,1257.31
11216,Massachusetts,Barnstable County,375273.0,2014,214289,6762596,0.0317,11891.42
11217,Pennsylvania,Lackawanna County,128124.0,2014,212829,12788313,0.0166,2132.3
11218,Georgia,Cherokee County,211303.0,2014,230167,10067278,0.0229,4831.0
11219,Ohio,Warren County,200015.0,2014,221267,11602700,0.0191,3814.35
11220,Iowa,Linn County,140070.0,2014,218129,3109350,0.0702,9826.28
11221,Arizona,Yavapai County,232304.0,2014,217716,6730413,0.0323,7514.59
11222,Ohio,Trumbull County,81874.0,2014,204973,11602700,0.0177,1446.38
11223,Texas,Smith County,145953.0,2014,219642,26964333,0.0081,1188.88
11224,Pennsylvania,Washington County,152955.0,2014,207963,12788313,0.0163,2487.35
11225,Virginia,Arlington County,640032.0,2014,225980,8310993,0.0272,17402.79
11226,North Carolina,Gaston County,118493.0,2014,210545,9932887,0.0212,2511.67
11227,Georgia,Henry County,149887.0,2014,212957,10067278,0.0212,3170.62
11228,Oregon,Jackson County,240177.0,2014,209189,3963244,0.0528,12677.09
11229,Arkansas,Washington County,151324.0,2014,219941,2967392,0.0741,11216.03
11230,North Carolina,New Hanover County,201010.0,2014,215963,9932887,0.0217,4370.4
11231,North Carolina,Union County,212507.0,2014,217689,9932887,0.0219,4657.3
11232,Washington,Whatcom County,275382.0,2014,208154,7054655,0.0295,8125.4
11233,Illinois,Champaign County,135982.0,2014,207942,12884493,0.0161,2194.6
11234,California,Yolo County,360891.0,2014,208398,38596972,0.0054,1948.57
11235,New York,Broome County,108388.0,2014,197251,19651049,0.01,1087.96
11236,Georgia,Richmond County,0.0,2014,201287,10067278,0.02,0.0
11237,Arizona,Mohave County,168105.0,2014,203423,6730413,0.0302,5080.88
11238,Michigan,Saginaw County,77471.0,2014,195248,9929848,0.0197,1523.29
11239,Indiana,Elkhart County,124175.0,2014,201423,6593644,0.0305,3793.3
11240,Illinois,Sangamon County,130883.0,2014,199184,12884493,0.0155,2023.35
11241,Ohio,Clermont County,151503.0,2014,201454,11602700,0.0174,2630.5
11242,Delaware,Sussex County,266525.0,2014,210263,932487,0.2255,60097.72
11243,Maine,York County,235694.0,2014,200827,1330513,0.1509,35575.54
11244,Arizona,Yuma County,134036.0,2014,204054,6730413,0.0303,4063.73
11245,Wisconsin,Racine County,125179.0,2014,194786,5751525,0.0339,4239.42
11246,Alabama,Shelby County,197975.0,2014,206280,4841799,0.0426,8434.53
11247,Texas,Brazos County,178509.0,2014,208975,26964333,0.0078,1383.45
11248,Alabama,Tuscaloosa County,158327.0,2014,203086,4841799,0.0419,6640.92
11249,West Virginia,Kanawha County,102972.0,2014,190355,1849489,0.1029,10598.19
11250,Louisiana,Calcasieu Parish,0.0,2014,196570,4644013,0.0423,0.0
11251,Florida,Clay County,169607.0,2014,198570,19845911,0.01,1697.02
11252,Connecticut,Litchfield County,222822.0,2014,185343,3594524,0.0516,11489.28
11253,Georgia,Muscogee County,104493.0,2014,200563,10067278,0.0199,2081.74
11254,Idaho,Canyon County,141425.0,2014,202440,1631112,0.1241,17552.49
11255,South Carolina,Anderson County,140337.0,2014,191793,4823617,0.0398,5579.97
11256,Mississippi,Harrison County,116931.0,2014,198340,2990468,0.0663,7755.34
11257,Illinois,Peoria County,104470.0,2014,187512,12884493,0.0146,1520.38
11258,Hawaii,Hawaii County,0.0,2014,193711,1414538,0.1369,0.0
11259,Pennsylvania,Butler County,229539.0,2014,185778,12788313,0.0145,3334.55
11260,Tennessee,Williamson County,383502.0,2014,205334,6541223,0.0314,12038.42
11261,New York,Ulster County,203364.0,2014,180400,19651049,0.0092,1866.92
11262,Alabama,Baldwin County,169548.0,2014,199183,4841799,0.0411,6974.9
11263,California,El Dorado County,379925.0,2014,183108,38596972,0.0047,1802.4
11264,Michigan,Livingston County,218953.0,2014,185527,9929848,0.0187,4090.87
11265,Florida,Okaloosa County,190911.0,2014,194615,19845911,0.0098,1872.13
11266,Indiana,Vanderburgh County,107274.0,2014,181934,6593644,0.0276,2959.94
11267,Georgia,Hall County,179625.0,2014,189142,10067278,0.0188,3374.76
11268,North Carolina,Cabarrus County,166324.0,2014,191680,9932887,0.0193,3209.64
11269,Kansas,Shawnee County,110496.0,2014,178567,2900475,0.0616,6802.66
11270,South Carolina,Berkeley County,182434.0,2014,198295,4823617,0.0411,7499.71
11271,North Carolina,Onslow County,146169.0,2014,191822,9932887,0.0193,2822.79
11272,California,Shasta County,198661.0,2014,178844,38596972,0.0046,920.52
11273,Wisconsin,Outagamie County,148358.0,2014,182148,5751525,0.0317,4698.43
11274,Georgia,Forsyth County,298793.0,2014,202598,10067278,0.0201,6013.03
11275,Washington,Benton County,200148.0,2014,186489,7054655,0.0264,5290.89
11276,California,Imperial County,169496.0,2014,177974,38596972,0.0046,781.56
11277,Ohio,Delaware County,276559.0,2014,189440,11602700,0.0163,4515.44
11278,Indiana,Tippecanoe County,136941.0,2014,184433,6593644,0.028,3830.42
11279,Florida,Hernando County,112806.0,2014,175298,19845911,0.0088,996.41
11280,Ohio,Medina County,181230.0,2014,175855,11602700,0.0152,2746.79
11281,Tennessee,Montgomery County,160442.0,2014,189005,6541223,0.0289,4635.88
11282,Michigan,Muskegon County,94368.0,2014,172254,9929848,0.0173,1637.01
11283,Pennsylvania,Beaver County,119847.0,2014,168977,12788313,0.0132,1583.59
11284,Pennsylvania,Monroe County,142345.0,2014,167285,12788313,0.0131,1862.03
11285,Illinois,McLean County,158140.0,2014,174105,12884493,0.0135,2136.91
11286,South Dakota,Minnehaha County,169761.0,2014,180822,849129,0.2129,36150.6
11287,North Carolina,Johnston County,159339.0,2014,180710,9932887,0.0182,2898.87
11288,Florida,Bay County,181769.0,2014,178289,19845911,0.009,1632.95
11289,North Carolina,Pitt County,124253.0,2014,174974,9932887,0.0176,2188.79
11290,Maryland,Carroll County,314975.0,2014,167327,5957283,0.0281,8846.96
11291,Wisconsin,Winnebago County,120112.0,2014,169324,5751525,0.0294,3536.08
11292,Ohio,Licking County,181051.0,2014,169410,11602700,0.0146,2643.51
11293,Wisconsin,Kenosha County,146713.0,2014,167836,5751525,0.0292,4281.25
11294,Rhode Island,Kent County,199206.0,2014,164490,1055936,0.1558,31031.61
11295,Connecticut,Middlesex County,278859.0,2014,164786,3594524,0.0458,12783.91
11296,Iowa,Scott County,143520.0,2014,171310,3109350,0.0551,7907.25
11297,Indiana,Porter County,179866.0,2014,167166,6593644,0.0254,4560.07
11298,North Carolina,Davidson County,122775.0,2014,163383,9932887,0.0164,2019.49
11299,Missouri,Boone County,173523.0,2014,172799,6056202,0.0285,4951.06
11300,Delaware,Kent County,194926.0,2014,171456,932487,0.1839,35840.96
11301,South Carolina,Beaufort County,283133.0,2014,175040,4823617,0.0363,10274.36
11302,Ohio,Greene County,156080.0,2014,164673,11602700,0.0142,2215.19
11303,Ohio,Portage County,143318.0,2014,162463,11602700,0.014,2006.76
11304,Mississippi,DeSoto County,157629.0,2014,170760,2990468,0.0571,9000.84
11305,Tennessee,Sumner County,201024.0,2014,172269,6541223,0.0263,5294.15
11306,Wisconsin,Rock County,108963.0,2014,160920,5751525,0.028,3048.64
11307,Michigan,Jackson County,112396.0,2014,159421,9929848,0.0161,1804.49
11308,South Carolina,Aiken County,132413.0,2014,164215,4823617,0.034,4507.86
11309,Florida,Charlotte County,163858.0,2014,168041,19845911,0.0085,1387.43
11310,Kentucky,Kenton County,136283.0,2014,163623,4414349,0.0371,5051.49
11311,North Carolina,Iredell County,180063.0,2014,166498,9932887,0.0168,3018.27
11312,New York,Rensselaer County,169991.0,2014,159666,19651049,0.0081,1381.19
11313,Colorado,Pueblo County,128554.0,2014,161356,5350101,0.0302,3877.12
11314,Nebraska,Sarpy County,182779.0,2014,171853,1879321,0.0914,16714.08
11315,Massachusetts,Hampshire County,256789.0,2014,160918,6762596,0.0238,6110.37
11316,Oregon,Deschutes County,300241.0,2014,169512,3963244,0.0428,12841.61
11317,Kansas,Wyandotte County,74455.0,2014,162246,2900475,0.0559,4164.84
11318,Texas,Hays County,222861.0,2014,184854,26964333,0.0069,1527.82
11319,New Jersey,Cumberland County,135395.0,2014,156009,8864525,0.0176,2382.85
11320,Tennessee,Sullivan County,111281.0,2014,156404,6541223,0.0239,2660.79
11321,Michigan,Berrien County,156474.0,2014,155977,9929848,0.0157,2457.88
11322,Vermont,Chittenden County,284689.0,2014,159945,625214,0.2558,72830.39
11323,Georgia,Bibb County,72659.0,2014,154329,10067278,0.0153,1113.85
11324,Hawaii,Maui County,577078.0,2014,163036,1414538,0.1153,66512.52
11325,New York,Schenectady County,157275.0,2014,155016,19651049,0.0079,1240.65
11326,North Carolina,Catawba County,127994.0,2014,155085,9932887,0.0156,1998.41
11327,Pennsylvania,Centre County,209931.0,2014,159653,12788313,0.0125,2620.84
11328,Maine,Penobscot County,125003.0,2014,153201,1330513,0.1151,14393.38
11329,Louisiana,Ouachita Parish,127932.0,2014,156360,4644013,0.0337,4307.36
11330,California,Kings County,177025.0,2014,149495,38596972,0.0039,685.66
11331,Connecticut,Tolland County,226961.0,2014,151693,3594524,0.0422,9578.01
11332,Michigan,Monroe County,151336.0,2014,149847,9929848,0.0151,2283.75
11333,Florida,Santa Rosa County,171096.0,2014,162668,19845911,0.0082,1402.4
11334,North Carolina,Alamance County,0.0,2014,155384,9932887,0.0156,0.0
11335,Texas,Johnson County,151817.0,2014,156733,26964333,0.0058,882.45
11336,California,Madera County,213819.0,2014,153456,38596972,0.004,850.11
11337,Minnesota,Stearns County,175562.0,2014,153972,5451079,0.0282,4958.95
11338,North Dakota,Cass County,205684.0,2014,166552,737401,0.2259,46456.52
11339,Pennsylvania,Franklin County,163335.0,2014,152607,12788313,0.0119,1949.13
11340,Texas,Ellis County,163713.0,2014,159204,26964333,0.0059,966.6
11341,New Jersey,Sussex County,234019.0,2014,144593,8864525,0.0163,3817.18
11342,Pennsylvania,Schuylkill County,75065.0,2014,145393,12788313,0.0114,853.43
11343,Montana,Yellowstone County,239696.0,2014,155279,1021869,0.152,36423.22
11344,Illinois,Rock Island County,102199.0,2014,147035,12884493,0.0114,1166.27
11345,Maryland,Washington County,185177.0,2014,149048,5957283,0.025,4633.03
11346,Colorado,Mesa County,196496.0,2014,147113,5350101,0.0275,5403.1
11347,Maryland,Charles County,278809.0,2014,154359,5957283,0.0259,7224.21
11348,New Hampshire,Merrimack County,218152.0,2014,148161,1333341,0.1111,24241.07
11349,Florida,Martin County,220997.0,2014,153119,19845911,0.0077,1705.08
11350,Ohio,Fairfield County,163180.0,2014,150360,11602700,0.013,2114.66
11351,Indiana,Hendricks County,170916.0,2014,155845,6593644,0.0236,4039.71
11352,Minnesota,Olmsted County,184437.0,2014,150043,5451079,0.0275,5076.7
11353,New Mexico,Santa Fe County,297288.0,2014,147782,2089568,0.0707,21025.31
11354,Pennsylvania,Cambria County,75547.0,2014,137537,12788313,0.0108,812.5
11355,Georgia,Paulding County,0.0,2014,148532,10067278,0.0148,0.0
11356,North Carolina,Randolph County,121134.0,2014,142474,9932887,0.0143,1737.51
11357,Mississippi,Rankin County,157592.0,2014,148426,2990468,0.0496,7821.77
11358,Florida,Citrus County,112220.0,2014,138828,19845911,0.007,785.01
11359,Alabama,Lee County,160059.0,2014,154511,4841799,0.0319,5107.79
11360,Georgia,Houston County,128716.0,2014,148575,10067278,0.0148,1899.62
11361,Mississippi,Jackson County,112995.0,2014,141432,2990468,0.0473,5344.02
11362,Indiana,Johnson County,152174.0,2014,147085,6593644,0.0223,3394.56
11363,Idaho,Kootenai County,230011.0,2014,146529,1631112,0.0898,20662.76
11364,North Carolina,Rowan County,113442.0,2014,138080,9932887,0.0139,1576.99
11365,Ohio,Clark County,94745.0,2014,136311,11602700,0.0117,1113.08
11366,Utah,Washington County,251416.0,2014,151081,2936879,0.0514,12933.52
11367,Florida,Indian River County,167636.0,2014,144445,19845911,0.0073,1220.11
11368,Indiana,Monroe County,169490.0,2014,143403,6593644,0.0217,3686.18
11369,Texas,Ector County,148378.0,2014,154588,26964333,0.0057,850.66
11370,South Carolina,Florence County,120341.0,2014,138779,4823617,0.0288,3462.3
11371,Texas,Midland County,221444.0,2014,156725,26964333,0.0058,1287.1
11372,Pennsylvania,Fayette County,94459.0,2014,133999,12788313,0.0105,989.76
11373,South Carolina,Dorchester County,179150.0,2014,148748,4823617,0.0308,5524.53
11374,California,Napa County,546648.0,2014,140405,38596972,0.0036,1988.55
11375,Michigan,Calhoun County,93242.0,2014,134804,9929848,0.0136,1265.82
11376,Illinois,Tazewell County,123933.0,2014,135353,12884493,0.0105,1301.93
11377,New York,Chautauqua County,86996.0,2014,131751,19651049,0.0067,583.27
11378,California,Humboldt County,256362.0,2014,134494,38596972,0.0035,893.31
11379,Arizona,Coconino County,290473.0,2014,137566,6730413,0.0204,5937.11
11380,North Carolina,Robeson County,0.0,2014,134931,9932887,0.0136,0.0
11381,Wisconsin,Marathon County,134589.0,2014,135133,5751525,0.0235,3162.19
11382,North Carolina,Orange County,271936.0,2014,140321,9932887,0.0141,3841.62
11383,Pennsylvania,Lebanon County,163886.0,2014,136538,12788313,0.0107,1749.77
11384,Georgia,Douglas County,133044.0,2014,138007,10067278,0.0137,1823.83
11385,Wisconsin,Washington County,191927.0,2014,133601,5751525,0.0232,4458.23
11386,Indiana,Madison County,76987.0,2014,129736,6593644,0.0197,1514.79
11387,Louisiana,Rapides Parish,150228.0,2014,132202,4644013,0.0285,4276.57
11388,New Mexico,Sandoval County,180778.0,2014,137023,2089568,0.0656,11854.48
11389,Texas,Guadalupe County,199182.0,2014,146811,26964333,0.0054,1084.47
11390,Texas,Taylor County,117891.0,2014,134987,26964333,0.005,590.18
11391,Texas,Wichita County,95744.0,2014,132646,26964333,0.0049,470.99
11392,Arizona,Cochise County,121863.0,2014,127314,6730413,0.0189,2305.19
11393,Massachusetts,Berkshire County,213843.0,2014,128856,6762596,0.0191,4074.61
11394,Iowa,Black Hawk County,128184.0,2014,133390,3109350,0.0429,5499.05
11395,Iowa,Johnson County,209651.0,2014,142730,3109350,0.0459,9623.71
11396,New Mexico,San Juan County,115747.0,2014,129084,2089568,0.0618,7150.32
11397,Minnesota,Scott County,263135.0,2014,139161,5451079,0.0255,6717.59
11398,Virginia,Stafford County,317309.0,2014,138791,8310993,0.0167,5298.96
11399,New Jersey,Hunterdon County,383003.0,2014,125835,8864525,0.0142,5436.86
11400,Louisiana,Livingston Parish,162494.0,2014,135168,4644013,0.0291,4729.53
11401,Georgia,Coweta County,184862.0,2014,135140,10067278,0.0134,2481.53
11402,Pennsylvania,Blair County,109111.0,2014,125274,12788313,0.0098,1068.85
11403,Rhode Island,Washington County,328338.0,2014,126353,1055936,0.1197,39288.83
11404,Arkansas,Sebastian County,107094.0,2014,126733,2967392,0.0427,4573.83
11405,Ohio,Wood County,142985.0,2014,129337,11602700,0.0111,1593.87
11406,Minnesota,Wright County,210259.0,2014,129798,5451079,0.0238,5006.57
11407,Ohio,Richland County,84220.0,2014,121999,11602700,0.0105,885.55
11408,Oklahoma,Comanche County,89152.0,2014,124778,3878187,0.0322,2868.4
11409,Georgia,Columbia County,183023.0,2014,139104,10067278,0.0138,2528.91
11410,New Hampshire,Strafford County,215452.0,2014,126542,1333341,0.0949,20447.68
11411,Tennessee,Blount County,166553.0,2014,125847,6541223,0.0192,3204.32
11412,Tennessee,Washington County,148845.0,2014,125745,6541223,0.0192,2861.32
11413,North Carolina,Wayne County,116393.0,2014,124586,9932887,0.0125,1459.89
11414,Virginia,Spotsylvania County,250324.0,2014,128804,8310993,0.0155,3879.53
11415,Maine,Kennebec County,146373.0,2014,121233,1330513,0.0911,13337.14
11416,New York,Oswego County,98592.0,2014,120590,19651049,0.0061,605.02
11417,Texas,Gregg County,122738.0,2014,123146,26964333,0.0046,560.54
11418,Louisiana,Tangipahoa Parish,150545.0,2014,127010,4644013,0.0273,4117.28
11419,Texas,Potter County,90351.0,2014,122061,26964333,0.0045,409.0
11420,Texas,Grayson County,115154.0,2014,123599,26964333,0.0046,527.84
11421,Texas,Randall County,157611.0,2014,128733,26964333,0.0048,752.47
11422,Alabama,Morgan County,110707.0,2014,119444,4841799,0.0247,2731.07
11423,South Carolina,Pickens County,143557.0,2014,120543,4823617,0.025,3587.51
11424,Kentucky,Boone County,179866.0,2014,126677,4414349,0.0287,5161.55
11425,Alabama,Calhoun County,90078.0,2014,115917,4841799,0.0239,2156.55
11426,Connecticut,Windham County,178317.0,2014,116752,3594524,0.0325,5791.83
11427,Indiana,Delaware County,78718.0,2014,116487,6593644,0.0177,1390.68
11428,Missouri,Jasper County,91632.0,2014,117742,6056202,0.0194,1781.47
11429,Louisiana,Bossier Parish,169585.0,2014,124868,4644013,0.0269,4559.79
11430,Texas,Parker County,214048.0,2014,122147,26964333,0.0045,969.63
11431,Washington,Skagit County,249879.0,2014,119966,7054655,0.017,4249.25
11432,Georgia,Clarke County,135267.0,2014,120386,10067278,0.012,1617.54
11433,Oregon,Linn County,175975.0,2014,119042,3963244,0.03,5285.67
11434,Pennsylvania,Mercer County,100376.0,2014,114675,12788313,0.009,900.09
11435,New York,Jefferson County,136796.0,2014,117971,19651049,0.006,821.23
11436,Pennsylvania,Lycoming County,143821.0,2014,116290,12788313,0.0091,1307.83
11437,Oklahoma,Canadian County,158873.0,2014,129321,3878187,0.0333,5297.74
11438,Wisconsin,Sheboygan County,115899.0,2014,114982,5751525,0.02,2317.0
11439,Illinois,Kendall County,195622.0,2014,121374,12884493,0.0094,1842.79
11440,North Carolina,Harnett County,147803.0,2014,126685,9932887,0.0128,1885.09
11441,Wisconsin,La Crosse County,155657.0,2014,117440,5751525,0.0204,3178.35
11442,Ohio,Wayne County,133675.0,2014,115912,11602700,0.01,1335.43
11443,Tennessee,Wilson County,230002.0,2014,125197,6541223,0.0191,4402.17
11444,Kentucky,Warren County,145712.0,2014,121394,4414349,0.0275,4007.06
11445,Illinois,Kankakee County,131087.0,2014,111883,12884493,0.0087,1138.3
11446,Arkansas,Faulkner County,144064.0,2014,120562,2967392,0.0406,5853.17
11447,Utah,Cache County,197660.0,2014,117894,2936879,0.0401,7934.59
11448,Louisiana,Terrebonne Parish,153163.0,2014,113482,4644013,0.0244,3742.72
11449,Michigan,Allegan County,152603.0,2014,113349,9929848,0.0114,1741.96
11450,Kansas,Douglas County,165853.0,2014,116445,2900475,0.0401,6658.48
11451,Illinois,Macon County,85278.0,2014,108515,12884493,0.0084,718.22
11452,Georgia,Carroll County,114953.0,2014,113933,10067278,0.0113,1300.94
11453,Indiana,Clark County,126042.0,2014,114035,6593644,0.0173,2179.86
11454,Texas,Tom Green County,124282.0,2014,116319,26964333,0.0043,536.13
11455,Montana,Missoula County,269226.0,2014,112801,1021869,0.1104,29719.04
11456,Georgia,Lowndes County,123202.0,2014,113506,10067278,0.0113,1389.07
11457,New Jersey,Warren County,229587.0,2014,106981,8864525,0.0121,2770.76
11458,Texas,Comal County,263511.0,2014,123214,26964333,0.0046,1204.12
11459,New York,Ontario County,163633.0,2014,109334,19651049,0.0056,910.42
11460,Indiana,Vigo County,83908.0,2014,107920,6593644,0.0164,1373.35
11461,Ohio,Columbiana County,83838.0,2014,105621,11602700,0.0091,763.19
11462,Michigan,Bay County,93965.0,2014,106046,9929848,0.0107,1003.5
11463,Michigan,Eaton County,135760.0,2014,108639,9929848,0.0109,1485.3
11464,Maine,Androscoggin County,148912.0,2014,107358,1330513,0.0807,12015.59
11465,Oregon,Douglas County,167180.0,2014,106693,3963244,0.0269,4500.59
11466,South Carolina,Sumter County,112262.0,2014,107663,4823617,0.0223,2505.68
11467,Arizona,Navajo County,170673.0,2014,107701,6730413,0.016,2731.13
11468,North Carolina,Brunswick County,221883.0,2014,118305,9932887,0.0119,2642.72
11469,Louisiana,Ascension Parish,208170.0,2014,117282,4644013,0.0253,5257.22
11470,Arkansas,Saline County,165320.0,2014,114874,2967392,0.0387,6399.89
11471,North Carolina,Henderson County,196603.0,2014,110258,9932887,0.0111,2182.35
11472,Georgia,Fayette County,241161.0,2014,109199,10067278,0.0108,2615.86
11473,Ohio,Allen County,91485.0,2014,104848,11602700,0.009,826.71
11474,Kentucky,Hardin County,128077.0,2014,108483,4414349,0.0246,3147.5
11475,Illinois,DeKalb County,156347.0,2014,104560,12884493,0.0081,1268.78
11476,Alabama,Etowah County,78532.0,2014,103399,4841799,0.0214,1677.09
11477,Idaho,Bonneville County,151827.0,2014,108236,1631112,0.0664,10074.81
11478,West Virginia,Berkeley County,153854.0,2014,110191,1849489,0.0596,9166.49
11479,North Carolina,Craven County,141050.0,2014,104055,9932887,0.0105,1477.61
11480,Texas,Kaufman County,162143.0,2014,110872,26964333,0.0041,666.7
11481,Georgia,Whitfield County,112516.0,2014,103083,10067278,0.0102,1152.1
11482,Ohio,Miami County,131850.0,2014,103856,11602700,0.009,1180.19
11483,Washington,Cowlitz County,174122.0,2014,101790,7054655,0.0144,2512.37
11484,Wisconsin,Walworth County,175215.0,2014,103171,5751525,0.0179,3143.01
11485,Iowa,Woodbury County,109027.0,2014,102292,3109350,0.0329,3586.79
11486,Wisconsin,Fond du Lac County,120848.0,2014,101977,5751525,0.0177,2142.69
11487,New York,Tompkins County,206193.0,2014,103391,19651049,0.0053,1084.85
11488,Alabama,Houston County,118066.0,2014,104158,4841799,0.0215,2539.87
11489,Ohio,Ashtabula County,97663.0,2014,99027,11602700,0.0085,833.54
11490,Missouri,Franklin County,141639.0,2014,101915,6056202,0.0168,2383.53
11491,Pennsylvania,Adams County,205212.0,2014,101353,12788313,0.0079,1626.4
11492,Maryland,Cecil County,227673.0,2014,102195,5957283,0.0172,3905.65
11493,South Dakota,Pennington County,185093.0,2014,107510,849129,0.1266,23435.01
11494,Georgia,Bartow County,131762.0,2014,101233,10067278,0.0101,1324.95
11495,Georgia,Newton County,125812.0,2014,103441,10067278,0.0103,1292.71
11496,Michigan,Lenawee County,119150.0,2014,98740,9929848,0.0099,1184.8
11497,Virginia,Hanover County,257792.0,2014,101724,8310993,0.0122,3155.29
11498,New York,Putnam County,329363.0,2014,99438,19651049,0.0051,1666.64
11499,Missouri,Cass County,156410.0,2014,100828,6056202,0.0166,2604.03
11500,Oregon,Yamhill County,247901.0,2014,100797,3963244,0.0254,6304.85
11501,New York,Steuben County,97979.0,2014,98165,19651049,0.005,489.45
11502,Virginia,Albemarle County,330164.0,2014,103732,8310993,0.0125,4120.88
11503,Tennessee,Bradley County,139039.0,2014,102771,6541223,0.0157,2184.48
11504,Florida,Highlands County,97812.0,2014,98584,19845911,0.005,485.88
11505,California,Nevada County,383983.0,2014,98572,38596972,0.0026,980.65
11506,Wisconsin,Eau Claire County,133234.0,2014,101690,5751525,0.0177,2355.65
11507,Maryland,Wicomico County,138677.0,2014,101360,5957283,0.017,2359.52
11508,Tennessee,Madison County,100561.0,2014,98134,6541223,0.015,1508.66
11509,North Carolina,Cleveland County,126795.0,2014,97009,9932887,0.0098,1238.34
11510,Alaska,Fairbanks North Star Borough,202241.0,2014,99254,736283,0.1348,27262.93
11511,New Jersey,Cape May County,352732.0,2014,94907,8864525,0.0107,3776.48
11512,Kentucky,Daviess County,104899.0,2014,98441,4414349,0.0223,2339.27
11513,Arkansas,Craighead County,124452.0,2014,102661,2967392,0.0346,4305.59
11514,West Virginia,Cabell County,93907.0,2014,96639,1849489,0.0523,4906.8
11515,Louisiana,Lafourche Parish,164109.0,2014,97886,4644013,0.0211,3459.07
11516,Georgia,Floyd County,95048.0,2014,95868,10067278,0.0095,905.12
11517,West Virginia,Monongalia County,162915.0,2014,103480,1849489,0.056,9115.19
11518,Arkansas,Garland County,124747.0,2014,97758,2967392,0.0329,4109.68
11519,North Carolina,Nash County,117933.0,2014,94200,9932887,0.0095,1118.44
11520,Florida,Flagler County,187972.0,2014,101889,19845911,0.0051,965.05
11521,Mississippi,Madison County,212572.0,2014,100841,2990468,0.0337,7168.1
11522,California,Sutter County,223226.0,2014,94778,38596972,0.0025,548.15
11523,Georgia,Dougherty County,72147.0,2014,92742,10067278,0.0092,664.63
11524,Pennsylvania,Northumberland County,89760.0,2014,93590,12788313,0.0073,656.9
11525,Virginia,Montgomery County,191864.0,2014,97107,8310993,0.0117,2241.77
11526,New York,Wayne County,114213.0,2014,91801,19651049,0.0047,533.55
11527,Iowa,Dubuque County,159549.0,2014,96481,3109350,0.031,4950.7
11528,North Carolina,Rockingham County,93175.0,2014,91790,9932887,0.0092,861.03
11529,Florida,Sumter County,250236.0,2014,112236,19845911,0.0057,1415.18
11530,Ohio,Geauga County,200068.0,2014,93979,11602700,0.0081,1620.5
11531,Iowa,Pottawattamie County,128201.0,2014,93258,3109350,0.03,3845.1
11532,Alabama,Marshall County,102860.0,2014,94257,4841799,0.0195,2002.41
11533,Alabama,Lauderdale County,109888.0,2014,93000,4841799,0.0192,2110.7
11534,Ohio,Tuscarawas County,119468.0,2014,92652,11602700,0.008,954.0
11535,Texas,Bowie County,93601.0,2014,93268,26964333,0.0035,323.76
11536,South Carolina,Orangeburg County,81305.0,2014,90049,4823617,0.0187,1517.83
11537,Virginia,Roanoke County,176867.0,2014,93378,8310993,0.0112,1987.19
11538,Wyoming,Laramie County,230451.0,2014,96036,582531,0.1649,37992.13
11539,Pennsylvania,Lawrence County,90621.0,2014,88644,12788313,0.0069,628.15
11540,Minnesota,Carver County,287093.0,2014,97356,5451079,0.0179,5127.47
11541,Montana,Flathead County,277705.0,2014,94567,1021869,0.0925,25699.7
11542,North Carolina,Burke County,0.0,2014,89296,9932887,0.009,0.0
11543,Kentucky,Campbell County,136768.0,2014,91971,4414349,0.0208,2849.5
11544,Tennessee,Sevier County,177966.0,2014,94660,6541223,0.0145,2575.4
11545,Iowa,Story County,169068.0,2014,95802,3109350,0.0308,5209.14
11546,Montana,Gallatin County,325970.0,2014,97508,1021869,0.0954,31104.46
11547,Missouri,Platte County,196563.0,2014,94859,6056202,0.0157,3078.79
11548,Missouri,Buchanan County,98146.0,2014,89600,6056202,0.0148,1452.05
11549,Washington,Grant County,155086.0,2014,92897,7054655,0.0132,2042.2
11550,New Hampshire,Grafton County,187424.0,2014,89930,1333341,0.0674,12641.21
11551,Pennsylvania,Indiana County,102980.0,2014,87417,12788313,0.0068,703.94
11552,New York,Chemung County,97764.0,2014,87177,19651049,0.0044,433.71
11553,Pennsylvania,Crawford County,87445.0,2014,87154,12788313,0.0068,595.95
11554,Wisconsin,Dodge County,133064.0,2014,88071,5751525,0.0153,2037.56
11555,Maryland,Calvert County,344260.0,2014,90540,5957283,0.0152,5232.13
11556,Minnesota,Sherburne County,198676.0,2014,90889,5451079,0.0167,3312.64
