,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE
21312,Mississippi,Yalobusha County,0.0,2017,12449,2988510,0.0042,0.0
21313,Kansas,Marion County,81529.0,2017,11945,2908718,0.0041,334.81
21314,Texas,Terry County,75194.0,2017,12429,28295273,0.0004,33.03
21315,Illinois,Marshall County,89609.0,2017,11668,12778828,0.0009,81.82
21316,Georgia,Crawford County,0.0,2017,12263,10410330,0.0012,0.0
21317,Kentucky,Powell County,85834.0,2017,12297,4452268,0.0028,237.07
21318,Virginia,Charlotte County,110670.0,2017,12077,8463587,0.0014,157.92
21319,Illinois,Johnson County,0.0,2017,12399,12778828,0.001,0.0
21320,Colorado,Prowers County,85219.0,2017,11998,5611885,0.0021,182.2
21321,Iowa,Union County,90865.0,2017,12459,3141550,0.004,360.36
21322,Utah,Millard County,152192.0,2017,12821,3101042,0.0041,629.23
21323,Mississippi,Jefferson Davis County,81186.0,2017,11284,2988510,0.0038,306.54
21324,Kentucky,Todd County,93724.0,2017,12177,4452268,0.0027,256.34
21325,Iowa,Grundy County,140870.0,2017,12298,3141550,0.0039,551.45
21326,Minnesota,Chippewa County,93608.0,2017,11944,5566230,0.0021,200.86
21327,Iowa,Chickasaw County,120645.0,2017,12002,3141550,0.0038,460.91
21328,Missouri,Barton County,0.0,2017,11793,6106670,0.0019,0.0
21329,Texas,Camp County,111047.0,2017,12845,28295273,0.0005,50.41
21330,Arkansas,Stone County,104425.0,2017,12520,3001345,0.0042,435.61
21331,Virginia,Northampton County,166374.0,2017,11872,8463587,0.0014,233.38
21332,Missouri,Bollinger County,0.0,2017,12280,6106670,0.002,0.0
21333,Virginia,Northumberland County,280582.0,2017,12271,8463587,0.0014,406.8
21334,Mississippi,Perry County,0.0,2017,12014,2988510,0.004,0.0
21335,Arkansas,Fulton County,102360.0,2017,12131,3001345,0.004,413.72
21336,Virginia,Greensville County,84167.0,2017,11569,8463587,0.0014,115.05
21337,Missouri,Montgomery County,0.0,2017,11378,6106670,0.0019,0.0
21338,Missouri,Madison County,0.0,2017,12230,6106670,0.002,0.0
21339,North Carolina,Gates County,120230.0,2017,11514,10268233,0.0011,134.82
21340,Oklahoma,Okfuskee County,72583.0,2017,12076,3931316,0.0031,222.96
21341,Georgia,Charlton County,98216.0,2017,12810,10410330,0.0012,120.86
21342,Iowa,Shelby County,122306.0,2017,11574,3141550,0.0037,450.6
21343,Kentucky,Edmonson County,102890.0,2017,12226,4452268,0.0027,282.54
21344,Tennessee,Lewis County,96609.0,2017,12025,6708799,0.0018,173.16
21345,Virginia,Sussex County,114790.0,2017,11379,8463587,0.0013,154.33
21346,Colorado,Archuleta County,296040.0,2017,13295,5611885,0.0024,701.34
21347,Iowa,Cherokee County,99159.0,2017,11307,3141550,0.0036,356.89
21348,Georgia,Pulaski County,91591.0,2017,11181,10410330,0.0011,98.37
21349,New Mexico,Sierra County,88975.0,2017,11064,2091784,0.0053,470.61
21350,Colorado,Rio Grande County,180331.0,2017,11297,5611885,0.002,363.02
21351,Illinois,Wabash County,0.0,2017,11523,12778828,0.0009,0.0
21352,Oklahoma,Blaine County,56856.0,2017,9512,3931316,0.0024,137.57
21353,West Virginia,Grant County,104342.0,2017,11627,1817004,0.0064,667.68
21354,Georgia,Heard County,110565.0,2017,11751,10410330,0.0011,124.8
21355,Michigan,Iron County,79935.0,2017,11105,9973114,0.0011,89.01
21356,Arkansas,Chicot County,43985.0,2017,10647,3001345,0.0035,156.03
21357,Tennessee,Decatur County,87242.0,2017,11732,6708799,0.0017,152.56
21358,Tennessee,Meigs County,161086.0,2017,12042,6708799,0.0018,289.14
21359,Kentucky,Washington County,116620.0,2017,11880,4452268,0.0027,311.18
21360,Montana,Custer County,158404.0,2017,11726,1052482,0.0111,1764.82
21361,Minnesota,Cottonwood County,97931.0,2017,11249,5566230,0.002,197.91
21362,Texas,Zavala County,65712.0,2017,11957,28295273,0.0004,27.77
21363,Alabama,Wilcox County,86919.0,2017,10691,4874486,0.0022,190.64
21364,Wyoming,Big Horn County,155124.0,2017,11859,578931,0.0205,3177.61
21365,Tennessee,Jackson County,95286.0,2017,11702,6708799,0.0017,166.21
21366,Oklahoma,Washita County,63155.0,2017,11055,3931316,0.0028,177.59
21367,Louisiana,West Carroll Parish,81284.0,2017,10974,4670560,0.0023,190.99
21368,Kentucky,Bath County,89423.0,2017,12381,4452268,0.0028,248.67
21369,Montana,Fergus County,162566.0,2017,11281,1052482,0.0107,1742.46
21370,Iowa,Lyon County,133120.0,2017,11785,3141550,0.0038,499.38
21371,Oklahoma,Pushmataha County,0.0,2017,11118,3931316,0.0028,0.0
21372,Oklahoma,Noble County,80622.0,2017,11303,3931316,0.0029,231.8
21373,Florida,Franklin County,262884.0,2017,11724,20963613,0.0006,147.02
21374,Michigan,Lake County,80327.0,2017,11981,9973114,0.0012,96.5
21375,Alabama,Coosa County,105462.0,2017,10724,4874486,0.0022,232.02
21376,Texas,Live Oak County,133068.0,2017,12146,28295273,0.0004,57.12
21377,Idaho,Owyhee County,184198.0,2017,11618,1717715,0.0068,1245.85
21378,Arkansas,Bradley County,59599.0,2017,10813,3001345,0.0036,214.72
21379,North Dakota,Ramsey County,150808.0,2017,11596,754942,0.0154,2316.43
21380,Montana,Sanders County,209299.0,2017,11689,1052482,0.0111,2324.5
21381,Montana,Jefferson County,280930.0,2017,11921,1052482,0.0113,3181.97
21382,Virginia,Lancaster County,236019.0,2017,10725,8463587,0.0013,299.08
21383,Iowa,Louisa County,101979.0,2017,11195,3141550,0.0036,363.4
21384,Iowa,Hancock County,98618.0,2017,10756,3141550,0.0034,337.65
21385,Kentucky,Leslie County,0.0,2017,10310,4452268,0.0023,0.0
21386,Nebraska,Box Butte County,0.0,2017,10835,1915947,0.0057,0.0
21387,Alabama,Lowndes County,72697.0,2017,10097,4874486,0.0021,150.58
21388,Arkansas,Pike County,84256.0,2017,10735,3001345,0.0036,301.36
21389,Georgia,Chattahoochee County,72759.0,2017,10205,10410330,0.001,71.32
21390,Kentucky,Green County,91180.0,2017,11036,4452268,0.0025,226.01
21391,Arkansas,Scott County,73685.0,2017,10369,3001345,0.0035,254.57
21392,Minnesota,Watonwan County,100713.0,2017,10934,5566230,0.002,197.84
21393,South Dakota,Lake County,0.0,2017,12795,872868,0.0147,0.0
21394,Oregon,Morrow County,171947.0,2017,11198,4143625,0.0027,464.68
21395,North Carolina,Alleghany County,156115.0,2017,10988,10268233,0.0011,167.06
21396,Oklahoma,Latimer County,70412.0,2017,10318,3931316,0.0026,184.8
21397,Virginia,Essex County,179005.0,2017,10969,8463587,0.0013,231.99
21398,North Dakota,Walsh County,91145.0,2017,10801,754942,0.0143,1304.02
21399,Michigan,Mackinac County,96508.0,2017,10768,9973114,0.0011,104.2
21400,Georgia,Bacon County,81097.0,2017,11205,10410330,0.0011,87.29
21401,Washington,Skamania County,325370.0,2017,11809,7423362,0.0016,517.59
21402,North Dakota,Barnes County,0.0,2017,10679,754942,0.0141,0.0
21403,Nebraska,Red Willow County,103460.0,2017,10760,1915947,0.0056,581.03
21404,Illinois,Cumberland County,83920.0,2017,10880,12778828,0.0009,71.45
21405,Georgia,Early County,78995.0,2017,10317,10410330,0.001,78.29
21406,Georgia,Evans County,87565.0,2017,10741,10410330,0.001,90.35
21407,Georgia,Candler County,107338.0,2017,10706,10410330,0.001,110.39
21408,Minnesota,Pope County,181004.0,2017,10988,5566230,0.002,357.31
21409,Idaho,Boundary County,241231.0,2017,11965,1717715,0.007,1680.33
21410,Kentucky,Monroe County,63941.0,2017,10597,4452268,0.0024,152.19
21411,Virginia,Middlesex County,251390.0,2017,10625,8463587,0.0013,315.59
21412,Oklahoma,Johnston County,77986.0,2017,11121,3931316,0.0028,220.61
21413,Iowa,Guthrie County,128650.0,2017,10645,3141550,0.0034,435.92
21414,Michigan,Alcona County,98563.0,2017,10309,9973114,0.001,101.88
21415,Nebraska,Custer County,0.0,2017,10869,1915947,0.0057,0.0
21416,Texas,Rains County,146304.0,2017,11730,28295273,0.0004,60.65
21417,Alabama,Bullock County,0.0,2017,10176,4874486,0.0021,0.0
21418,Missouri,Oregon County,0.0,2017,10553,6106670,0.0017,0.0
21419,Minnesota,Lake County,163363.0,2017,10493,5566230,0.0019,307.96
21420,Iowa,Winnebago County,104411.0,2017,10573,3141550,0.0034,351.4
21421,Kentucky,Owen County,112431.0,2017,10794,4452268,0.0024,272.58
21422,Texas,Sabine County,100089.0,2017,10417,28295273,0.0004,36.85
21423,Kentucky,Carroll County,87394.0,2017,10714,4452268,0.0024,210.31
21424,Mississippi,Tunica County,63772.0,2017,9984,2988510,0.0033,213.05
21425,Iowa,Mitchell County,118466.0,2017,10563,3141550,0.0034,398.32
21426,Texas,Clay County,104872.0,2017,10484,28295273,0.0004,38.86
21427,Iowa,Montgomery County,77669.0,2017,10112,3141550,0.0032,250.0
21428,Indiana,Crawford County,86834.0,2017,10535,6658078,0.0016,137.4
21429,Iowa,Franklin County,88418.0,2017,10160,3141550,0.0032,285.95
21430,Texas,Ward County,107313.0,2017,11383,28295273,0.0004,43.17
21431,Missouri,Iron County,0.0,2017,10181,6106670,0.0017,0.0
21432,Indiana,Switzerland County,120676.0,2017,10686,6658078,0.0016,193.68
21433,Texas,Franklin County,165186.0,2017,10798,28295273,0.0004,63.04
21434,Georgia,Wilkes County,89617.0,2017,9860,10410330,0.0009,84.88
21435,North Carolina,Clay County,171022.0,2017,11004,10268233,0.0011,183.28
21436,Washington,Lincoln County,187528.0,2017,10585,7423362,0.0014,267.4
21437,Texas,Marion County,104114.0,2017,10057,28295273,0.0004,37.01
21438,Oklahoma,Nowata County,65768.0,2017,10322,3931316,0.0026,172.68
21439,Nebraska,Colfax County,110691.0,2017,10700,1915947,0.0056,618.18
21440,Iowa,Keokuk County,82893.0,2017,10141,3141550,0.0032,267.58
21441,Texas,Runnels County,64071.0,2017,10282,28295273,0.0004,23.28
21442,Texas,Blanco County,319330.0,2017,11481,28295273,0.0004,129.57
21443,Georgia,Towns County,204575.0,2017,11553,10410330,0.0011,227.03
21444,West Virginia,Ritchie County,60584.0,2017,9851,1817004,0.0054,328.46
21445,Arkansas,Perry County,78102.0,2017,10346,3001345,0.0034,269.23
21446,Minnesota,Yellow Medicine County,101913.0,2017,9836,5566230,0.0018,180.09
21447,Arkansas,Lee County,39510.0,2017,9127,3001345,0.003,120.15
21448,South Carolina,Allendale County,34417.0,2017,9012,5021268,0.0018,61.77
21449,Iowa,Sac County,88163.0,2017,9803,3141550,0.0031,275.11
21450,Indiana,Martin County,91960.0,2017,10181,6658078,0.0015,140.62
21451,Iowa,Emmet County,80144.0,2017,9422,3141550,0.003,240.36
21452,Kentucky,Clinton County,83610.0,2017,10212,4452268,0.0023,191.77
21453,Texas,Parmer County,97634.0,2017,9710,28295273,0.0003,33.5
21454,Minnesota,Jackson County,111824.0,2017,9965,5566230,0.0018,200.19
21455,Missouri,Grundy County,66654.0,2017,9991,6106670,0.0016,109.05
21456,Mississippi,Webster County,0.0,2017,9732,2988510,0.0033,0.0
21457,Wyoming,Sublette County,277447.0,2017,9745,578931,0.0168,4670.2
21458,Utah,Juab County,218466.0,2017,11293,3101042,0.0036,795.58
21459,Texas,Ochiltree County,0.0,2017,9996,28295273,0.0004,0.0
21460,Missouri,Lewis County,93516.0,2017,9952,6106670,0.0016,152.4
21461,Idaho,Washington County,168713.0,2017,10051,1717715,0.0059,987.2
21462,Massachusetts,Nantucket County,1502425.0,2017,11205,6859789,0.0016,2454.11
21463,Idaho,Teton County,319370.0,2017,11445,1717715,0.0067,2127.94
21464,Missouri,Ralls County,129462.0,2017,10226,6106670,0.0017,216.79
21465,North Carolina,Jones County,85217.0,2017,9573,10268233,0.0009,79.45
21466,South Dakota,Roberts County,137454.0,2017,10265,872868,0.0118,1616.47
21467,Missouri,Howard County,116973.0,2017,10066,6106670,0.0016,192.81
21468,Louisiana,Caldwell Parish,82279.0,2017,9959,4670560,0.0021,175.44
21469,South Dakota,Butte County,150927.0,2017,10114,872868,0.0116,1748.8
21470,Kentucky,Metcalfe County,76427.0,2017,10093,4452268,0.0023,173.26
21471,Kansas,Rice County,0.0,2017,9563,2908718,0.0033,0.0
21472,Montana,Carbon County,0.0,2017,10680,1052482,0.0101,0.0
21473,Georgia,Lanier County,113231.0,2017,10425,10410330,0.001,113.39
21474,Virginia,Cumberland County,151494.0,2017,9828,8463587,0.0012,175.92
21475,Colorado,Yuma County,159278.0,2017,9959,5611885,0.0018,282.66
21476,Nevada,White Pine County,125398.0,2017,9651,2969905,0.0032,407.49
21477,Nebraska,Cheyenne County,0.0,2017,9644,1915947,0.005,0.0
21478,Texas,Dimmit County,98014.0,2017,10282,28295273,0.0004,35.62
21479,Kansas,Brown County,82507.0,2017,9609,2908718,0.0033,272.56
21480,Georgia,Johnson County,65129.0,2017,9737,10410330,0.0009,60.92
21481,North Carolina,Camden County,238653.0,2017,10532,10268233,0.001,244.78
21482,Idaho,Valley County,308021.0,2017,10667,1717715,0.0062,1912.81
21483,Iowa,Humboldt County,101358.0,2017,9569,3141550,0.003,308.73
21484,Minnesota,Swift County,101568.0,2017,9387,5566230,0.0017,171.29
21485,Michigan,Montmorency County,87209.0,2017,9233,9973114,0.0009,80.74
21486,Minnesota,Stevens County,124241.0,2017,9706,5566230,0.0017,216.64
21487,Missouri,Ozark County,0.0,2017,9227,6106670,0.0015,0.0
21488,Illinois,Jasper County,71853.0,2017,9523,12778828,0.0007,53.55
21489,Minnesota,Rock County,135231.0,2017,9459,5566230,0.0017,229.81
21490,California,Modoc County,132806.0,2017,8876,39358497,0.0002,29.95
21491,Iowa,Calhoun County,81431.0,2017,9729,3141550,0.0031,252.18
21492,Kansas,Linn County,111276.0,2017,9697,2908718,0.0033,370.97
21493,Kansas,Pratt County,81231.0,2017,9500,2908718,0.0033,265.3
21494,Texas,Stephens County,80924.0,2017,9287,28295273,0.0003,26.56
21495,Missouri,Hickory County,0.0,2017,9395,6106670,0.0015,0.0
21496,Michigan,Alger County,121150.0,2017,9144,9973114,0.0009,111.08
21497,Minnesota,Pipestone County,0.0,2017,9157,5566230,0.0016,0.0
21498,Nebraska,Wayne County,141384.0,2017,9213,1915947,0.0048,679.86
21499,Iowa,Howard County,97705.0,2017,9229,3141550,0.0029,287.03
21500,Georgia,Wilkinson County,68728.0,2017,8954,10410330,0.0009,59.11
21501,Georgia,Irwin County,92323.0,2017,9352,10410330,0.0009,82.94
21502,Kentucky,McLean County,78441.0,2017,9216,4452268,0.0021,162.37
21503,Kentucky,Livingston County,79847.0,2017,9249,4452268,0.0021,165.87
21504,Arkansas,Montgomery County,91419.0,2017,8890,3001345,0.003,270.78
21505,Utah,Morgan County,374669.0,2017,11829,3101042,0.0038,1429.18
21506,Oklahoma,Kiowa County,46900.0,2017,8849,3931316,0.0023,105.57
21507,Minnesota,Marshall County,0.0,2017,9361,5566230,0.0017,0.0
21508,Georgia,Hancock County,91583.0,2017,8539,10410330,0.0008,75.12
21509,Missouri,Caldwell County,106746.0,2017,9059,6106670,0.0015,158.35
21510,Oklahoma,Love County,109334.0,2017,10076,3931316,0.0026,280.22
21511,Iowa,Palo Alto County,96251.0,2017,9052,3141550,0.0029,277.34
21512,Kansas,Wilson County,70418.0,2017,8707,2908718,0.003,210.79
21513,Texas,Mitchell County,0.0,2017,8215,28295273,0.0003,0.0
21514,West Virginia,Clay County,0.0,2017,8693,1817004,0.0048,0.0
21515,Iowa,Greene County,84868.0,2017,8954,3141550,0.0029,241.89
21516,Georgia,Terrell County,64920.0,2017,8695,10410330,0.0008,54.22
21517,Kentucky,Crittenden County,81789.0,2017,8999,4452268,0.002,165.31
21518,Wisconsin,Forest County,121124.0,2017,8969,5790186,0.0015,187.62
21519,Montana,Deer Lodge County,120637.0,2017,9100,1052482,0.0086,1043.06
21520,Missouri,Carroll County,79819.0,2017,8779,6106670,0.0014,114.75
21521,Iowa,Clarke County,104755.0,2017,9396,3141550,0.003,313.31
21522,Idaho,Benewah County,190034.0,2017,9157,1717715,0.0053,1013.06
21523,Georgia,Wilcox County,67763.0,2017,8791,10410330,0.0008,57.22
21524,Virginia,Richmond County,141867.0,2017,8889,8463587,0.0011,149.0
21525,Montana,Beaverhead County,201875.0,2017,9450,1052482,0.009,1812.59
21526,Iowa,Monona County,83268.0,2017,8724,3141550,0.0028,231.23
21527,Texas,Brewster County,183605.0,2017,9325,28295273,0.0003,60.51
21528,Utah,Grand County,330986.0,2017,9589,3101042,0.0031,1023.47
21529,West Virginia,Tyler County,68184.0,2017,8800,1817004,0.0048,330.22
21530,Nebraska,Phelps County,132723.0,2017,9050,1915947,0.0047,626.92
21531,Nebraska,Dawes County,113238.0,2017,8888,1915947,0.0046,525.31
21532,Missouri,Maries County,0.0,2017,8790,6106670,0.0014,0.0
21533,Nebraska,Cuming County,138276.0,2017,8947,1915947,0.0047,645.71
21534,Nebraska,Hamilton County,165713.0,2017,9194,1915947,0.0048,795.2
21535,Georgia,Montgomery County,103733.0,2017,9024,10410330,0.0009,89.92
21536,Montana,Stillwater County,254604.0,2017,9419,1052482,0.0089,2278.53
21537,Louisiana,Red River Parish,93230.0,2017,8527,4670560,0.0018,170.21
21538,Colorado,Clear Creek County,350092.0,2017,9574,5611885,0.0017,597.26
21539,Texas,Archer County,132154.0,2017,8783,28295273,0.0003,41.02
21540,Alabama,Greene County,75049.0,2017,8310,4874486,0.0017,127.94
21541,Texas,Jack County,111442.0,2017,8828,28295273,0.0003,34.77
21542,New Mexico,Quay County,79283.0,2017,8299,2091784,0.004,314.55
21543,Georgia,Twiggs County,63668.0,2017,8253,10410330,0.0008,50.47
21544,Arkansas,Nevada County,42456.0,2017,8309,3001345,0.0028,117.54
21545,Virginia,Mathews County,225258.0,2017,8709,8463587,0.001,231.79
21546,Montana,Dawson County,0.0,2017,8952,1052482,0.0085,0.0
21547,North Dakota,McLean County,164179.0,2017,9636,754942,0.0128,2095.56
21548,Missouri,Harrison County,74989.0,2017,8506,6106670,0.0014,104.45
21549,Georgia,Turner County,69507.0,2017,7895,10410330,0.0008,52.71
21550,Georgia,Taylor County,76808.0,2017,8110,10410330,0.0008,59.84
21551,Iowa,Lucas County,76279.0,2017,8533,3141550,0.0027,207.19
21552,Texas,Coleman County,63818.0,2017,8399,28295273,0.0003,18.94
21553,Oklahoma,Woods County,71798.0,2017,9069,3931316,0.0023,165.63
21554,Florida,Lafayette County,121593.0,2017,8602,20963613,0.0004,49.89
21555,Texas,San Augustine County,108524.0,2017,8302,28295273,0.0003,31.84
21556,North Carolina,Graham County,136271.0,2017,8524,10268233,0.0008,113.12
21557,Michigan,Baraga County,108650.0,2017,8441,9973114,0.0008,91.96
21558,Indiana,Benton County,82831.0,2017,8631,6658078,0.0013,107.38
21559,Nebraska,Cedar County,114953.0,2017,8515,1915947,0.0044,510.88
21560,Missouri,Monroe County,113053.0,2017,8596,6106670,0.0014,159.14
21561,Kentucky,Trimble County,126921.0,2017,8521,4452268,0.0019,242.91
21562,Idaho,Clearwater County,150278.0,2017,8646,1717715,0.005,756.41
21563,Iowa,Davis County,128240.0,2017,8969,3141550,0.0029,366.12
21564,Georgia,Marion County,98024.0,2017,8403,10410330,0.0008,79.12
21565,Mississippi,Benton County,81225.0,2017,8255,2988510,0.0028,224.36
21566,Georgia,Seminole County,85692.0,2017,8253,10410330,0.0008,67.93
21567,Minnesota,Murray County,126790.0,2017,8332,5566230,0.0015,189.79
21568,West Virginia,Pocahontas County,82743.0,2017,8493,1817004,0.0047,386.76
21569,Arkansas,Prairie County,67881.0,2017,8248,3001345,0.0027,186.54
21570,Nebraska,Knox County,0.0,2017,8439,1915947,0.0044,0.0
21571,Minnesota,Clearwater County,124987.0,2017,8845,5566230,0.0016,198.61
21572,West Virginia,Gilmer County,56787.0,2017,8042,1817004,0.0044,251.34
21573,Arkansas,Cleveland County,84971.0,2017,8162,3001345,0.0027,231.07
21574,Wyoming,Platte County,181738.0,2017,8541,578931,0.0148,2681.19
21575,Michigan,Oscoda County,71653.0,2017,8238,9973114,0.0008,59.19
21576,Kansas,Coffey County,95072.0,2017,8228,2908718,0.0028,268.93
21577,Kentucky,Gallatin County,109647.0,2017,8720,4452268,0.002,214.75
21578,Wyoming,Johnson County,246644.0,2017,8447,578931,0.0146,3598.7
21579,Kentucky,Hancock County,101123.0,2017,8778,4452268,0.002,199.37
21580,Mississippi,Choctaw County,0.0,2017,8240,2988510,0.0028,0.0
21581,Kansas,Clay County,0.0,2017,8006,2908718,0.0028,0.0
21582,Wyoming,Washakie County,166598.0,2017,8010,578931,0.0138,2305.02
21583,Texas,Hamilton County,117738.0,2017,8407,28295273,0.0003,34.98
21584,Indiana,Warren County,115208.0,2017,8204,6658078,0.0012,141.96
21585,Texas,Somervell County,229466.0,2017,8855,28295273,0.0003,71.81
21586,Kentucky,Bracken County,89883.0,2017,8285,4452268,0.0019,167.26
21587,Michigan,Schoolcraft County,88910.0,2017,8013,9973114,0.0008,71.44
21588,Iowa,Decatur County,77394.0,2017,7947,3141550,0.0025,195.78
21589,Illinois,Hamilton County,70189.0,2017,8181,12778828,0.0006,44.93
21590,Missouri,Shannon County,0.0,2017,8235,6106670,0.0013,0.0
