,STNAME,CTYNAME,PRICE,YEAR,POPULATION,STATEPOP,POPWEIGHT,W_PRICE,Percent_change,New_percent_change
8175,Montana,Granite County,187858.0,2012,3042,1003783,0.003030535484263033,569.31,0.0,1.0
10911,Montana,Granite County,183360.0,2013,3069,1013569,0.003027914231788857,555.2,-0.0239,0.9761
13647,Montana,Granite County,187989.0,2014,3146,1021869,0.0030786725108600025,578.76,0.0252,1.0252
16383,Montana,Granite County,196583.0,2015,3163,1030475,0.003069458259540503,603.4,0.0457,1.0457
19119,Montana,Granite County,203112.0,2016,3286,1040859,0.00315700781758144,641.23,0.0332,1.0332
21855,Montana,Granite County,218997.0,2017,3356,1052482,0.003188653107606591,698.31,0.0782,1.0782
24591,Montana,Granite County,234262.0,2018,3371,1060665,0.0031781948117454617,744.53,0.0697,1.0697
27327,Montana,Granite County,247411.0,2019,3379,1068778,0.0031615545978678455,782.2,0.0561,1.0561
1956,Montana,Hill County,0.0,2010,16153,990697,0.01630468246093407,0.0,0.0,1.0
4692,Montana,Hill County,0.0,2011,16394,997316,0.01643811991384877,0.0,0.0,1.0
7428,Montana,Hill County,0.0,2012,16396,1003783,0.01633420769230003,0.0,0.0,1.0
10164,Montana,Hill County,148108.0,2013,16535,1013569,0.01631364021591031,2416.18,0.0,1.0
12900,Montana,Hill County,153928.0,2014,16502,1021869,0.016148840996252946,2485.76,0.0393,1.0393
15636,Montana,Hill County,155166.0,2015,16438,1030475,0.015951866857517163,2475.19,0.008,1.008
18372,Montana,Hill County,162112.0,2016,16448,1040859,0.015802332496524504,2561.75,0.0448,1.0448
21108,Montana,Hill County,173910.0,2017,16469,1052482,0.01564777354862126,2721.3,0.0728,1.0728
23844,Montana,Hill County,183810.0,2018,16342,1060665,0.015407315222054088,2832.02,0.0569,1.0569
26580,Montana,Hill County,197808.0,2019,16484,1068778,0.0154232216606255,3050.84,0.0762,1.0762
2229,Montana,Jefferson County,215554.0,2010,11407,990697,0.011514115819468516,2481.91,0.0,1.0
4965,Montana,Jefferson County,214452.0,2011,11375,997316,0.011405612664391227,2445.96,-0.0051,0.9949
7701,Montana,Jefferson County,218298.0,2012,11318,1003783,0.011275345368471074,2461.39,0.0179,1.0179
10437,Montana,Jefferson County,226940.0,2013,11455,1013569,0.01130164793911416,2564.8,0.0396,1.0396
13173,Montana,Jefferson County,238806.0,2014,11502,1021869,0.011255845905884219,2687.96,0.0523,1.0523
15909,Montana,Jefferson County,250671.0,2015,11572,1030475,0.011229772677648657,2814.98,0.0497,1.0497
18645,Montana,Jefferson County,261877.0,2016,11779,1040859,0.011316614450180092,2963.56,0.0447,1.0447
21381,Montana,Jefferson County,280930.0,2017,11921,1052482,0.011326559504105533,3181.97,0.0728,1.0728
24117,Montana,Jefferson County,299498.0,2018,12094,1060665,0.011402280644689887,3414.96,0.0661,1.0661
26853,Montana,Jefferson County,316063.0,2019,12221,1068778,0.011434554229222533,3614.04,0.0553,1.0553
2718,Montana,Judith Basin County,0.0,2010,2073,990697,0.002092466213181225,0.0,0.0,1.0
5454,Montana,Judith Basin County,0.0,2011,2009,997316,0.0020144066674955582,0.0,0.0,1.0
8190,Montana,Judith Basin County,0.0,2012,2004,1003783,0.0019964474393369884,0.0,0.0,1.0
10926,Montana,Judith Basin County,0.0,2013,2000,1013569,0.001973225305825257,0.0,0.0,1.0
13662,Montana,Judith Basin County,0.0,2014,1984,1021869,0.0019415404518583106,0.0,0.0,1.0
16398,Montana,Judith Basin County,0.0,2015,1931,1030475,0.0018738931075474902,0.0,0.0,1.0
19134,Montana,Judith Basin County,0.0,2016,1940,1040859,0.001863845150976261,0.0,0.0,1.0
21870,Montana,Judith Basin County,183329.0,2017,1945,1052482,0.0018480126025908282,338.79,0.0,1.0
24606,Montana,Judith Basin County,189218.0,2018,1946,1060665,0.0018346980432087418,347.16,0.0321,1.0321
27342,Montana,Judith Basin County,195812.0,2019,2007,1068778,0.0018778455394852813,367.7,0.0348,1.0348
1401,Montana,Lake County,265191.0,2010,28789,990697,0.029059339031005445,7706.28,0.0,1.0
4137,Montana,Lake County,257939.0,2011,28977,997316,0.029054983575917764,7494.41,-0.0273,0.9727
6873,Montana,Lake County,260439.0,2012,29012,1003783,0.028902661232557237,7527.38,0.0097,1.0097
9609,Montana,Lake County,270048.0,2013,29121,1013569,0.028731147065468657,7758.79,0.0369,1.0369
12345,Montana,Lake County,280388.0,2014,29215,1021869,0.028589770313024468,8016.23,0.0383,1.0383
15081,Montana,Lake County,283236.0,2015,29457,1030475,0.02858584633300177,8096.54,0.0102,1.0102
17817,Montana,Lake County,289278.0,2016,29709,1040859,0.02854277092286275,8256.8,0.0213,1.0213
20553,Montana,Lake County,300831.0,2017,30221,1052482,0.028714030263700473,8638.07,0.0399,1.0399
23289,Montana,Lake County,315789.0,2018,30220,1060665,0.028491559540476965,8997.32,0.0497,1.0497
26025,Montana,Lake County,333178.0,2019,30458,1068778,0.028497966836892225,9494.9,0.0551,1.0551
785,Montana,Lewis and Clark County,201515.0,2010,63577,990697,0.06417401082268342,12932.03,0.0,1.0
3521,Montana,Lewis and Clark County,200057.0,2011,64272,997316,0.06444497030028597,12892.67,-0.0072,0.9928
6257,Montana,Lewis and Clark County,205603.0,2012,64736,1003783,0.06449202666313336,13259.75,0.0277,1.0277
8993,Montana,Lewis and Clark County,212669.0,2013,65234,1013569,0.06436068980010241,13687.52,0.0344,1.0344
11729,Montana,Lewis and Clark County,223047.0,2014,65703,1021869,0.06429689128449928,14341.23,0.0488,1.0488
14465,Montana,Lewis and Clark County,234901.0,2015,66225,1030475,0.06426647905092311,15096.26,0.0531,1.0531
17201,Montana,Lewis and Clark County,242298.0,2016,66894,1040859,0.06426807089144639,15572.03,0.0315,1.0315
19937,Montana,Lewis and Clark County,254967.0,2017,67850,1052482,0.06446666071248724,16436.87,0.0523,1.0523
22673,Montana,Lewis and Clark County,266228.0,2018,68622,1060665,0.06469714754422932,17224.19,0.0442,1.0442
25409,Montana,Lewis and Clark County,282768.0,2019,69432,1068778,0.06496391205657302,18369.72,0.0621,1.0621
1777,Montana,Lincoln County,175381.0,2010,19694,990697,0.01987893372040089,3486.39,0.0,1.0
4513,Montana,Lincoln County,175421.0,2011,19625,997316,0.0196778152561475,3451.9,0.0002,1.0002
7249,Montana,Lincoln County,181621.0,2012,19485,1003783,0.01941156604564931,3525.55,0.0353,1.0352999999999999
9985,Montana,Lincoln County,185899.0,2013,19424,1013569,0.019163964170174897,3562.56,0.0236,1.0236
12721,Montana,Lincoln County,193159.0,2014,19186,1021869,0.018775400760762877,3626.64,0.0391,1.0391
15457,Montana,Lincoln County,195715.0,2015,19060,1030475,0.018496324510541257,3620.01,0.0132,1.0132
18193,Montana,Lincoln County,203520.0,2016,19294,1040859,0.018536612547905142,3772.57,0.0399,1.0399
20929,Montana,Lincoln County,206947.0,2017,19556,1052482,0.018580840337411947,3845.25,0.0168,1.0168
23665,Montana,Lincoln County,218928.0,2018,19797,1060665,0.01866470563278698,4086.23,0.0579,1.0579
26401,Montana,Lincoln County,232079.0,2019,19980,1068778,0.018694247074696524,4338.54,0.0601,1.0601
2486,Montana,Madison County,0.0,2010,7696,990697,0.007768268199055816,0.0,0.0,1.0
5222,Montana,Madison County,0.0,2011,7644,997316,0.007664571710470904,0.0,0.0,1.0
7958,Montana,Madison County,0.0,2012,7663,1003783,0.007634120123572525,0.0,0.0,1.0
10694,Montana,Madison County,0.0,2013,7674,1013569,0.007571265498451512,0.0,0.0,1.0
13430,Montana,Madison County,0.0,2014,7828,1021869,0.007660473113481278,0.0,0.0,1.0
16166,Montana,Madison County,0.0,2015,8026,1030475,0.007788641160629807,0.0,0.0,1.0
18902,Montana,Madison County,0.0,2016,8062,1040859,0.007745525570706503,0.0,0.0,1.0
21638,Montana,Madison County,334674.0,2017,8291,1052482,0.007877569402612111,2636.42,0.0,1.0
24374,Montana,Madison County,361224.0,2018,8530,1060665,0.008042124516223314,2905.01,0.0793,1.0793
27110,Montana,Madison County,392311.0,2019,8600,1068778,0.00804657281493444,3156.76,0.0861,1.0861
2722,Montana,Meagher County,0.0,2010,1878,990697,0.001895635093272716,0.0,0.0,1.0
5458,Montana,Meagher County,0.0,2011,1877,997316,0.0018820514260274577,0.0,0.0,1.0
8194,Montana,Meagher County,0.0,2012,1886,1003783,0.0018788921509927943,0.0,0.0,1.0
10930,Montana,Meagher County,0.0,2013,1904,1013569,0.0018785104911456447,0.0,0.0,1.0
13666,Montana,Meagher County,0.0,2014,1856,1021869,0.0018162797775448712,0.0,0.0,1.0
16402,Montana,Meagher County,153549.0,2015,1821,1030475,0.0017671462189766856,271.34,0.0,1.0
19138,Montana,Meagher County,161531.0,2016,1845,1040859,0.001772574383273815,286.33,0.052,1.052
21874,Montana,Meagher County,159294.0,2017,1852,1052482,0.001759650046271575,280.3,-0.0138,0.9862
24610,Montana,Meagher County,182141.0,2018,1857,1060665,0.0017507884204720624,318.89,0.1434,1.1434
27346,Montana,Meagher County,190986.0,2019,1862,1068778,0.0017421765792334798,332.73,0.0486,1.0486
2668,Montana,Mineral County,159509.0,2010,4229,990697,0.004268711826118379,680.9,0.0,1.0
5404,Montana,Mineral County,156065.0,2011,4220,997316,0.004231356962086239,660.37,-0.0216,0.9784
8140,Montana,Mineral County,154353.0,2012,4128,1003783,0.004112442629532478,634.77,-0.011,0.989
10876,Montana,Mineral County,158193.0,2013,4228,1013569,0.004171398296514594,659.89,0.0249,1.0249
13612,Montana,Mineral County,165577.0,2014,4195,1021869,0.004105222880819361,679.73,0.0467,1.0467
16348,Montana,Mineral County,172929.0,2015,4192,1030475,0.004068026880807395,703.48,0.0444,1.0444
19084,Montana,Mineral County,177746.0,2016,4124,1040859,0.00396211206320933,704.25,0.0279,1.0279
21820,Montana,Mineral County,183672.0,2017,4235,1052482,0.004023821785075659,739.06,0.0333,1.0333
24556,Montana,Mineral County,197672.0,2018,4307,1060665,0.00406066005760537,802.68,0.0762,1.0762
27292,Montana,Mineral County,208460.0,2019,4397,1068778,0.004114044263635666,857.61,0.0546,1.0546
511,Montana,Missoula County,254026.0,2010,109467,990697,0.11049493437448585,28068.59,0.0,1.0
3247,Montana,Missoula County,244635.0,2011,110245,997316,0.1105416939064449,27042.37,-0.037,0.963
5983,Montana,Missoula County,249980.0,2012,111042,1003783,0.1106235112569151,27653.67,0.0218,1.0218
8719,Montana,Missoula County,264511.0,2013,111900,1013569,0.11040195586092313,29202.53,0.0581,1.0581
11455,Montana,Missoula County,269226.0,2014,112801,1021869,0.11038694783773655,29719.04,0.0178,1.0178
14191,Montana,Missoula County,280639.0,2015,114122,1030475,0.1107469856134307,31079.92,0.0424,1.0424
16927,Montana,Missoula County,294358.0,2016,116349,1040859,0.1117817110674933,32903.84,0.0489,1.0489
19663,Montana,Missoula County,309604.0,2017,117834,1052482,0.11195820926153606,34662.71,0.0518,1.0518
22399,Montana,Missoula County,328998.0,2018,118640,1060665,0.11185435552224313,36799.86,0.0626,1.0626
25135,Montana,Missoula County,346223.0,2019,119600,1068778,0.1119035010076929,38743.57,0.0524,1.0524
1981,Montana,Park County,234038.0,2010,15596,990697,0.015742452031246686,3684.33,0.0,1.0
4717,Montana,Park County,230658.0,2011,15509,997316,0.015550738181278551,3586.9,-0.0144,0.9856
7453,Montana,Park County,236253.0,2012,15591,1003783,0.015532241530290909,3669.54,0.0243,1.0243
10189,Montana,Park County,242375.0,2013,15698,1013569,0.015487845425422442,3753.87,0.0259,1.0259
12925,Montana,Park County,252839.0,2014,15919,1021869,0.015578317768715952,3938.81,0.0432,1.0432
15661,Montana,Park County,271640.0,2015,16003,1030475,0.015529731434532618,4218.5,0.0744,1.0744
18397,Montana,Park County,283852.0,2016,16115,1040859,0.015482404437104353,4394.71,0.045,1.045
21133,Montana,Park County,300231.0,2017,16386,1052482,0.01556891234244386,4674.27,0.0577,1.0577
23869,Montana,Park County,326485.0,2018,16648,1060665,0.01569581347550829,5124.45,0.0874,1.0874
26605,Montana,Park County,351298.0,2019,16606,1068778,0.01553737071683736,5458.25,0.076,1.076
2583,Montana,Pondera County,0.0,2010,6160,990697,0.006217844608391869,0.0,0.0,1.0
5319,Montana,Pondera County,0.0,2011,6193,997316,0.006209666745545043,0.0,0.0,1.0
8055,Montana,Pondera County,0.0,2012,6150,1003783,0.006126822231498242,0.0,0.0,1.0
10791,Montana,Pondera County,97741.0,2013,6216,1013569,0.0061327842505048994,599.42,0.0,1.0
13527,Montana,Pondera County,106218.0,2014,6138,1021869,0.0060066407729366484,638.01,0.0867,1.0867
16263,Montana,Pondera County,116204.0,2015,6095,1030475,0.005914748053082316,687.32,0.094,1.094
18999,Montana,Pondera County,121998.0,2016,6035,1040859,0.005798095611413265,707.36,0.0499,1.0499
21735,Montana,Pondera County,132140.0,2017,5968,1052482,0.005670405764659158,749.29,0.0831,1.0831
24471,Montana,Pondera County,138974.0,2018,5960,1060665,0.005619116309107965,780.91,0.0517,1.0517
27207,Montana,Pondera County,145147.0,2019,5911,1068778,0.005530615338264822,802.75,0.0444,1.0444
2530,Montana,Powell County,0.0,2010,7019,990697,0.007084910926347813,0.0,0.0,1.0
5266,Montana,Powell County,0.0,2011,7084,997316,0.00710306462545472,0.0,0.0,1.0
8002,Montana,Powell County,121850.0,2012,7081,1003783,0.007054313531908789,859.57,0.0,1.0
10738,Montana,Powell County,127762.0,2013,6957,1013569,0.0068638642263131565,876.94,0.0485,1.0485
13474,Montana,Powell County,135863.0,2014,6882,1021869,0.006734718442383515,915.0,0.0634,1.0634
16210,Montana,Powell County,139010.0,2015,6799,1030475,0.006597928139935466,917.18,0.0232,1.0232
18946,Montana,Powell County,145157.0,2016,6841,1040859,0.006572456019499279,954.04,0.0442,1.0442
21682,Montana,Powell County,152638.0,2017,6789,1052482,0.0064504666113054665,984.59,0.0515,1.0515
24418,Montana,Powell County,161440.0,2018,6953,1060665,0.006555321425709343,1058.29,0.0577,1.0577
27154,Montana,Powell County,174727.0,2019,6890,1068778,0.006446614731964917,1126.4,0.0823,1.0823
1116,Montana,Ravalli County,286188.0,2010,40324,990697,0.04070265681636262,11648.61,0.0,1.0
3852,Montana,Ravalli County,278324.0,2011,40380,997316,0.0404886715945598,11268.97,-0.0275,0.9725
6588,Montana,Ravalli County,280815.0,2012,40576,1003783,0.04042307949028824,11351.41,0.009,1.009
9324,Montana,Ravalli County,284814.0,2013,40668,1013569,0.04012356336865078,11427.75,0.0142,1.0142
12060,Montana,Ravalli County,293251.0,2014,40745,1021869,0.03987301699141475,11692.8,0.0296,1.0296
14796,Montana,Ravalli County,300834.0,2015,41148,1030475,0.03993109973555885,12012.63,0.0259,1.0259
17532,Montana,Ravalli County,309837.0,2016,41918,1040859,0.040272505690011805,12477.91,0.0299,1.0299
20268,Montana,Ravalli County,324582.0,2017,42524,1052482,0.04040354134322487,13114.26,0.0476,1.0476
23004,Montana,Ravalli County,345139.0,2018,43166,1060665,0.040697109832039335,14046.16,0.0633,1.0633
25740,Montana,Ravalli County,364173.0,2019,43806,1068778,0.04098699636407187,14926.36,0.0551,1.0551
2228,Montana,Sanders County,178509.0,2010,11395,990697,0.011502003135166453,2053.21,0.0,1.0
4964,Montana,Sanders County,176284.0,2011,11400,997316,0.011430679944972306,2015.05,-0.0125,0.9875
7700,Montana,Sanders County,178096.0,2012,11375,1003783,0.011332130550128862,2018.21,0.0103,1.0103
10436,Montana,Sanders County,182869.0,2013,11310,1013569,0.011158589104441828,2040.56,0.0268,1.0268
13172,Montana,Sanders County,190560.0,2014,11313,1021869,0.01107089069146828,2109.67,0.0421,1.0421
15908,Montana,Sanders County,193926.0,2015,11293,1030475,0.010959023751182706,2125.24,0.0177,1.0177
18644,Montana,Sanders County,202495.0,2016,11465,1040859,0.011014940544300428,2230.47,0.0442,1.0442
21380,Montana,Sanders County,209299.0,2017,11689,1052482,0.011106128180814493,2324.5,0.0336,1.0336
24116,Montana,Sanders County,229321.0,2018,11847,1060665,0.011169407871476857,2561.38,0.0957,1.0957
26852,Montana,Sanders County,236659.0,2019,12113,1068778,0.011333504245034983,2682.18,0.032,1.032
1264,Montana,Silver Bow County,0.0,2010,34230,990697,0.034551431971632095,0.0,0.0,1.0
4000,Montana,Silver Bow County,0.0,2011,34405,997316,0.03449759153568177,0.0,0.0,1.0
6736,Montana,Silver Bow County,110325.0,2012,34474,1003783,0.0343440763591334,3789.01,0.0,1.0
9472,Montana,Silver Bow County,113288.0,2013,34574,1013569,0.034111145861801216,3864.38,0.0269,1.0269
12208,Montana,Silver Bow County,117250.0,2014,34752,1021869,0.03400827307609879,3987.47,0.035,1.035
14944,Montana,Silver Bow County,120578.0,2015,34691,1030475,0.0336650573764526,4059.27,0.0284,1.0284
17680,Montana,Silver Bow County,125683.0,2016,34696,1040859,0.03333400585477956,4189.52,0.0423,1.0423
20416,Montana,Silver Bow County,132768.0,2017,34811,1052482,0.03307514997881199,4391.32,0.0564,1.0564
23152,Montana,Silver Bow County,140224.0,2018,34739,1060665,0.032752094205050604,4592.63,0.0562,1.0562
25888,Montana,Silver Bow County,147082.0,2019,34915,1068778,0.03266814998063208,4804.9,0.0489,1.0489
2384,Montana,Stillwater County,0.0,2010,9114,990697,0.009199583727416152,0.0,0.0,1.0
5120,Montana,Stillwater County,0.0,2011,9156,997316,0.0091806408400146,0.0,0.0,1.0
7856,Montana,Stillwater County,194605.0,2012,9166,1003783,0.009131455703075267,1777.03,0.0,1.0
10592,Montana,Stillwater County,201046.0,2013,9255,1013569,0.009131100102706378,1835.77,0.0331,1.0331
13328,Montana,Stillwater County,211365.0,2014,9235,1021869,0.009037361931911037,1910.18,0.0513,1.0513
16064,Montana,Stillwater County,225472.0,2015,9425,1030475,0.009146267497998496,2062.23,0.0667,1.0667
18800,Montana,Stillwater County,236882.0,2016,9360,1040859,0.008992572480998866,2130.18,0.0506,1.0506
21536,Montana,Stillwater County,254604.0,2017,9419,1052482,0.008949321698613373,2278.53,0.0748,1.0748
24272,Montana,Stillwater County,271831.0,2018,9483,1060665,0.008940617442830676,2430.34,0.0677,1.0677
27008,Montana,Stillwater County,293730.0,2019,9642,1068778,0.009021518032743937,2649.89,0.0806,1.0806
2689,Montana,Sweet Grass County,182349.0,2010,3619,990697,0.003652983707430223,666.12,0.0,1.0
5425,Montana,Sweet Grass County,180886.0,2011,3585,997316,0.003594648035326817,650.22,-0.008,0.992
8161,Montana,Sweet Grass County,186155.0,2012,3581,1003783,0.003567504131869139,664.11,0.0291,1.0291
10897,Montana,Sweet Grass County,194110.0,2013,3658,1013569,0.003609029084354395,700.55,0.0427,1.0427
13633,Montana,Sweet Grass County,207113.0,2014,3639,1021869,0.003561121826770359,737.55,0.067,1.067
16369,Montana,Sweet Grass County,217573.0,2015,3620,1030475,0.00351294306023921,764.32,0.0505,1.0505
19105,Montana,Sweet Grass County,230076.0,2016,3616,1040859,0.003474053642232041,799.3,0.0575,1.0575
21841,Montana,Sweet Grass County,238930.0,2017,3676,1052482,0.0034926963121459558,834.51,0.0385,1.0385
24577,Montana,Sweet Grass County,259673.0,2018,3703,1060665,0.003491205988695771,906.57,0.0868,1.0868
27313,Montana,Sweet Grass County,281361.0,2019,3737,1068778,0.0034965165824895348,983.78,0.0835,1.0835
2591,Montana,Teton County,0.0,2010,6074,990697,0.006131037037560425,0.0,0.0,1.0
5327,Montana,Teton County,0.0,2011,6060,997316,0.006076308812853699,0.0,0.0,1.0
8063,Montana,Teton County,143674.0,2012,6057,1003783,0.006034172724582903,866.95,0.0,1.0
10799,Montana,Teton County,152410.0,2013,6051,1013569,0.0059699931627743156,909.89,0.0608,1.0608
13535,Montana,Teton County,159193.0,2014,6031,1021869,0.005901930678002758,939.55,0.0445,1.0445
16271,Montana,Teton County,168370.0,2015,6062,1030475,0.005882723986511075,990.47,0.0576,1.0576
19007,Montana,Teton County,173644.0,2016,6011,1040859,0.005775037733256858,1002.8,0.0313,1.0313
21743,Montana,Teton County,181595.0,2017,6091,1052482,0.005787272371403977,1050.94,0.0458,1.0458
24479,Montana,Teton County,192938.0,2018,6117,1060665,0.005767136654834467,1112.7,0.0625,1.0625
27215,Montana,Teton County,204827.0,2019,6147,1068778,0.0057514282666746505,1178.05,0.0616,1.0616
2505,Montana,Valley County,0.0,2010,7378,990697,0.007447282065051171,0.0,0.0,1.0
5241,Montana,Valley County,0.0,2011,7461,997316,0.007481079216617401,0.0,0.0,1.0
7977,Montana,Valley County,0.0,2012,7499,1003783,0.007470738197399239,0.0,0.0,1.0
10713,Montana,Valley County,0.0,2013,7628,1013569,0.007525881316417531,0.0,0.0,1.0
13449,Montana,Valley County,0.0,2014,7627,1021869,0.007463774710848455,0.0,0.0,1.0
